id,name,dob,contract_until,position,jersey_number,market_value,nationality,team_id
1991,Gerrit Holtmann,1995-03-25,2020-06-30,Left Wing,38.0,"2,500,000 €",Germany,86
1992,Besar Halimi,1994-12-12,2019-06-30,Attacking Midfield,30.0,"900,000 €",Kosovo,86
1993,Alexander Hack,1993-09-08,2019-06-30,Centre Back,42.0,"750,000 €",Germany,86
1994,Philipp Klement,1992-09-09,2018-06-30,Attacking Midfield,47.0,"400,000 €",Germany,86
1995,Karim Onisiwo,1992-03-17,2019-06-30,Left Wing,21.0,"1,500,000 €",Austria,86
1996,Florian Müller,1997-11-13,2019-06-30,Keeper,46.0,"250,000 €",Germany,86
1997,Ante Rebic,1993-09-21,2017-06-30,Secondary Striker,17.0,"900,000 €",Croatia,87
1998,Danny Blum,1991-01-07,2017-06-30,Left Wing,7.0,"800,000 €",Germany,87
1999,Heinz Lindner,1990-07-17,2017-06-30,Keeper,13.0,"1,000,000 €",Austria,87
2000,Lukas Hradecky,1989-11-24,2018-06-30,Keeper,1.0,"4,000,000 €",Finland,87
2001,Marco Russ,1985-08-04,2017-06-30,Centre Back,4.0,"2,500,000 €",Germany,87
2002,David Abraham,1986-07-15,2018-06-30,Centre Back,19.0,"3,500,000 €",Argentina,87
2003,Bamba Anderson,1988-01-10,2018-06-30,Centre Back,23.0,"1,000,000 €",Brazil,87
2004,Bastian Oczipka,1989-01-12,2018-06-30,Left-Back,6.0,"2,500,000 €",Germany,87
2005,Timothy Chandler,1990-03-29,2017-06-30,Right-Back,22.0,"1,500,000 €",United States,87
2006,Makoto Hasebe,1984-01-18,2017-06-30,Defensive Midfield,20.0,"2,000,000 €",Japan,87
2007,Slobodan Medojevic,1990-11-20,2017-06-30,Defensive Midfield,25.0,"1,000,000 €",Serbia,87
2008,Johannes Flum,1987-12-14,2017-06-30,Central Midfield,18.0,"1,000,000 €",Germany,87
2009,Marc Stendera,1995-12-10,2020-06-30,Central Midfield,21.0,"7,000,000 €",Germany,87
2010,Joel Gerezgiher,1995-10-09,2018-06-30,Attacking Midfield,32.0,"350,000 €",Germany,87
2011,Mijat Gacinovic,1995-02-08,2019-06-30,Left Wing,11.0,"1,500,000 €",Serbia,87
2012,Alexander Meier,1983-01-17,2018-06-30,Secondary Striker,14.0,"2,500,000 €",Germany,87
2013,Haris Seferovic,1992-02-22,2017-06-30,Centre Forward,9.0,"5,500,000 €",Switzerland,87
2014,Enis Bunjaki,1997-10-17,2017-06-30,Centre Forward,38.0,"100,000 €",Germany,87
2015,Branimir Hrgota,1993-01-12,2019-06-30,Centre Forward,31.0,"2,000,000 €",Sweden,87
2016,Omar Mascarell,1993-02-02,2019-06-30,Defensive Midfield,39.0,"2,000,000 €",Spain,87
2017,Yanni Regäsel,1996-01-13,2019-06-30,Right-Back,2.0,"1,000,000 €",Germany,87
2018,Marco Fabián,1989-07-21,2019-06-30,Attacking Midfield,10.0,"3,750,000 €",Mexico,87
2019,Szabolcs Huszti,1983-04-18,2017-06-30,Central Midfield,8.0,"1,000,000 €",Hungary,87
2020,Shani Tarashaj,1995-02-07,2017-06-30,Secondary Striker,30.0,"4,000,000 €",Switzerland,87
2021,Leon Bätge,1997-07-09,2017-06-30,Keeper,34.0,"100,000 €",Germany,87
2022,Michael Hector,1992-07-19,2017-06-30,Centre Back,15.0,"4,000,000 €",Jamaica,87
2023,Jesús Vallejo,1997-01-05,2017-06-30,Centre Back,5.0,"3,000,000 €",Spain,87
2024,Taleb Tawatha,1992-06-21,2019-06-30,Left-Back,33.0,"1,000,000 €",Israel,87
2025,Guillermo Varela,1993-03-24,2017-06-30,Right-Back,3.0,"750,000 €",Uruguay,87
2026,Furkan Zorba,1998-02-25,2018-06-30,Centre Back,36.0,"100,000 €",Germany,87
2027,Julian Draxler,1993-09-20,2018-06-30,Attacking Midfield,10.0,"30,000,000 €",Germany,88
2028,Fabian Giefer,1990-05-17,2018-06-30,Keeper,34.0,"2,500,000 €",Germany,88
2029,Ralf Fährmann,1988-09-27,2020-06-30,Keeper,1.0,"1,500,000 €",Germany,88
2030,Christian Wetklo,1980-01-11,,Keeper,28.0,"500,000 €",Germany,88
2031,Timon Wellenreuther,1995-12-03,2017-06-30,Keeper,40.0,"100,000 €",Germany,88
2032,Matija Nastasic,1993-03-28,,Centre Back,31.0,"21,000,000 €",Serbia,88
2033,Benedikt Höwedes,1988-02-29,2020-06-30,Centre Back,4.0,"16,000,000 €",Germany,88
2034,Joel Matip,1991-08-08,2016-06-30,Centre Back,32.0,"13,000,000 €",Cameroon,88
2035,Felipe Santana,1986-03-17,,Centre Back,NaN,"3,500,000 €",Brazil,88
2036,Kaan Ayhan,1994-11-10,2017-06-30,Centre Back,24.0,"500,000 €",Turkey,88
2037,Marvin Friedrich,1995-12-13,2018-06-30,Centre Back,2.0,"100,000 €",Germany,88
2038,Thilo Kehrer,1996-09-21,,Defensive Midfield,NaN,,Germany,88
2039,Dennis Aogo,1987-01-14,2017-06-30,Left-Back,15.0,"6,500,000 €",Germany,88
2040,Sead Kolasinac,1993-06-20,,Left-Back,6.0,"5,000,000 €",Bosnia-Herzegovina,88
2041,Axel Borgmann,1994-07-08,,Left-Back,NaN,"75,000 €",Germany,88
2042,Atsuto Uchida,1988-03-27,2018-06-30,Right-Back,22.0,"6,000,000 €",Japan,88
2043,Pascal Itter,1995-04-03,2017-06-30,Right-Back,37.0,"200,000 €",Germany,88
2044,Roman Neustädter,1988-02-18,2016-06-30,Centre Back,33.0,"8,000,000 €",Russia,88
2045,Marcel Sobottka,1994-04-25,2018-06-30,Defensive Midfield,35.0,"100,000 €",Germany,88
2046,Kevin-Prince Boateng,1987-03-06,2016-06-30,Attacking Midfield,9.0,"15,000,000 €",Ghana,88
2047,Leon Goretzka,1995-02-06,2018-06-30,Central Midfield,8.0,"4,500,000 €",Germany,88
2048,Max Meyer,1995-09-18,2018-06-30,Attacking Midfield,7.0,"12,000,000 €",Germany,88
2049,Tranquillo Barnetta,1985-05-22,,Attacking Midfield,27.0,"3,000,000 €",Switzerland,88
2050,Leroy Sané,1996-01-11,2021-06-30,Right Wing,19.0,"300,000 €",Germany,88
2051,Jefferson Farfán,1984-10-26,2016-06-30,Right Wing,17.0,"18,000,000 €",Peru,88
2052,Sidney Sam,1988-01-31,2018-06-30,Right Wing,18.0,"10,000,000 €",Germany,88
2053,Christian Clemens,1991-08-04,2017-06-30,Right Wing,27.0,"3,000,000 €",Germany,88
2054,Eric Maxim Choupo-Moting,1989-03-23,2017-06-30,Left Wing,13.0,"5,000,000 €",Cameroon,88
2055,Chinedu Obasi,1986-06-01,,Right Wing,20.0,"1,000,000 €",Nigeria,88
2056,Donis Avdijaj,1996-08-25,2019-06-30,Secondary Striker,NaN,"500,000 €",Germany,88
2057,Klaas-Jan Huntelaar,1983-08-12,2017-06-30,Centre Forward,25.0,"12,000,000 €",Netherlands,88
2058,Christian Fuchs,1986-04-07,2018-06-30,Left-Back,23.0,"4,500,000 €",Austria,88
2059,Jan Kirchhoff,1990-10-01,2017-06-30,Defensive Midfield,3.0,"4,000,000 €",Germany,88
2060,Tom Mickel,1989-04-19,2017-06-30,Keeper,36.0,"150,000 €",Germany,89
2061,Bobby Wood,1992-11-15,2020-06-30,Centre Forward,7.0,"3,500,000 €",United States,89
2062,Luca Waldschmidt,1996-05-19,2020-06-30,Centre Forward,15.0,"1,500,000 €",Germany,89
2063,Filip Kostic,1992-11-01,2021-06-30,Left Wing,17.0,"10,000,000 €",Serbia,89
2064,René Adler,1985-01-15,2017-06-30,Keeper,1.0,"3,500,000 €",Germany,89
2065,Andreas Hirzel,1993-03-25,2018-06-30,Keeper,30.0,"150,000 €",Switzerland,89
2066,Johan Djourou,1987-01-18,2017-06-30,Centre Back,5.0,"3,500,000 €",Switzerland,89
2067,Cléber Reis,1990-12-05,2018-06-30,Centre Back,3.0,"2,500,000 €",Brazil,89
2068,Emir Spahic,1980-08-18,2017-06-30,Centre Back,4.0,"750,000 €",Bosnia-Herzegovina,89
2069,Matthias Ostrzolek,1990-06-05,2017-06-30,Left-Back,22.0,"2,250,000 €",Germany,89
2070,Dennis Diekmeier,1989-10-20,2018-06-30,Right-Back,2.0,"1,750,000 €",Germany,89
2071,Gotoku Sakai,1991-03-14,2018-06-30,Right-Back,24.0,"2,000,000 €",Japan,89
2072,Ashton Götz,1993-07-16,2017-06-30,Right-Back,39.0,"250,000 €",Germany,89
2073,Gideon Jung,1994-09-12,2020-06-30,Defensive Midfield,28.0,"1,750,000 €",Germany,89
2074,Finn Porath,1997-02-23,2018-06-30,Attacking Midfield,34.0,"100,000 €",Germany,89
2075,Albin Ekdal,1989-07-28,2019-06-30,Central Midfield,20.0,"4,500,000 €",Sweden,89
2076,Lewis Holtby,1990-09-18,2018-06-30,Central Midfield,8.0,"7,000,000 €",Germany,89
2077,Aaron Hunt,1986-09-04,2018-06-30,Attacking Midfield,14.0,"3,000,000 €",Germany,89
2078,Nicolai Müller,1987-09-25,2018-06-30,Right Wing,27.0,"4,500,000 €",Germany,89
2079,Michael Gregoritsch,1994-04-18,2019-06-30,Secondary Striker,11.0,"3,500,000 €",Austria,89
2080,Pierre-Michel Lasogga,1991-12-15,2019-06-30,Centre Forward,10.0,"4,000,000 €",Germany,89
2081,Christian Mathenia,1992-03-31,2019-06-30,Keeper,31.0,"2,500,000 €",Germany,89
2082,Dren Feka,1997-06-09,2018-06-30,Defensive Midfield,19.0,"100,000 €",Germany,89
2083,Nabil Bahoui,1991-02-05,2018-06-30,Left Wing,21.0,"1,000,000 €",Sweden,89
2084,Alen Halilovic,1996-06-18,2020-06-30,Attacking Midfield,23.0,"10,000,000 €",Croatia,89
2085,Young-Jae Seo,1995-05-23,2017-06-30,Left-Back,37.0,"100,000 €","Korea, South",89
2086,Frank Ronstadt,1997-07-21,2018-06-30,Right Midfield,32.0,"100,000 €",Germany,89
2087,Mats Köhlert,1998-05-02,2019-06-30,Left Wing,25.0,"100,000 €",Germany,89
2088,Bakery Jatta,1998-06-06,2019-06-30,Right Wing,18.0,"100,000 €",The Gambia,89
2089,Douglas Santos,1994-03-22,2021-06-30,Left-Back,6.0,"6,000,000 €",Brazil,89
2090,Anthony Jung,1991-11-03,2017-06-30,Left-Back,3.0,"800,000 €",Germany,90
2091,Robert Leipertz,1993-02-01,2020-06-30,Right Wing,13.0,"1,500,000 €",Germany,90
2092,Marcel Tisserand,1993-01-10,2020-06-30,Centre Back,32.0,"2,000,000 €",Congo DR,90
2093,Sonny Kittel,1993-01-06,2018-06-30,Attacking Midfield,21.0,"500,000 €",Germany,90
2094,Maurice Multhaup,1996-12-15,2018-06-30,Central Midfield,31.0,"300,000 €",Germany,90
2095,Örjan Nyland,1990-09-10,2019-06-30,Keeper,1.0,"1,000,000 €",Norway,90
2096,Christian Ortag,1995-01-14,2017-06-30,Keeper,39.0,"100,000 €",Germany,90
2097,Romain Brégerie,1986-08-09,2018-06-30,Centre Back,18.0,"750,000 €",France,90
2098,Marvin Matip,1985-09-25,2018-06-30,Centre Back,34.0,"1,750,000 €",Cameroon,90
2099,Markus Suttner,1987-04-16,2018-06-30,Left-Back,29.0,"1,500,000 €",Austria,90
2100,Tobias Levels,1986-11-22,2018-06-30,Right-Back,28.0,"1,000,000 €",Germany,90
2101,Roger,1985-08-10,2017-06-30,Defensive Midfield,8.0,"1,250,000 €",Brazil,90
2102,Max Christiansen,1996-09-25,2018-06-30,Central Midfield,19.0,"2,500,000 €",Germany,90
2103,Almog Cohen,1988-09-01,2018-06-30,Defensive Midfield,36.0,"750,000 €",Israel,90
2104,Pascal Groß,1991-06-15,2019-06-30,Central Midfield,10.0,"4,000,000 €",Germany,90
2105,Alfredo Morales,1990-05-12,2018-06-30,Central Midfield,6.0,"2,000,000 €",United States,90
2106,Mathew Leckie,1991-02-04,2019-06-30,Left Wing,7.0,"2,000,000 €",Australia,90
2107,Stefan Lex,1989-11-27,2018-06-30,Right Wing,14.0,"750,000 €",Germany,90
2108,Lukas Hinterseer,1991-03-28,2017-06-30,Centre Forward,16.0,"2,000,000 €",Austria,90
2109,Moritz Hartmann,1986-06-20,2018-06-30,Centre Forward,9.0,"1,500,000 €",Germany,90
2110,Hauke Wahl,1994-04-15,2019-06-30,Centre Back,17.0,"800,000 €",Germany,90
2111,Darío Lezcano,1990-06-30,2020-06-30,Centre Forward,11.0,"3,500,000 €",Paraguay,90
2112,Nico Rinderknecht,1997-10-11,2019-06-30,Defensive Midfield,22.0,"150,000 €",Germany,90
2113,Martin Hansen,1990-06-15,2020-06-30,Keeper,35.0,"1,500,000 €",Denmark,90
2114,Fabijan Buntic,1997-02-24,2018-06-30,Keeper,24.0,"100,000 €",Croatia,90
2115,Florent Hadergjonaj,1994-07-31,2020-06-30,Right-Back,33.0,"3,000,000 €",Switzerland,90
2116,Filip Mladenovic,1991-08-15,2019-06-30,Left-Back,25.0,"2,000,000 €",Serbia,91
2117,Artjoms Rudnevs,1988-01-13,2019-06-30,Centre Forward,9.0,"1,000,000 €",Latvia,91
2118,Konstantin Rausch,1990-03-15,2019-06-30,Left Midfield,34.0,"2,000,000 €",Germany,91
2119,Marco Höger,1989-09-16,2021-06-30,Central Midfield,6.0,"3,000,000 €",Germany,91
2120,Timo Horn,1993-05-12,2019-06-30,Keeper,1.0,"10,000,000 €",Germany,91
2121,Thomas Kessler,1986-01-20,2019-06-30,Keeper,18.0,"400,000 €",Germany,91
2122,Dominique Heintz,1993-08-15,2021-06-30,Centre Back,3.0,"6,000,000 €",Germany,91
2123,Frederik Sörensen,1992-04-14,2019-06-30,Centre Back,4.0,"3,000,000 €",Denmark,91
2124,Dominic Maroh,1987-03-04,2018-06-30,Centre Back,5.0,"3,000,000 €",Slovenia,91
2125,Mergim Mavraj,1986-06-09,2017-06-30,Centre Back,15.0,"1,750,000 €",Albania,91
2126,Jonas Hector,1990-05-27,2021-06-30,Left-Back,14.0,"14,000,000 €",Germany,91
2127,Pawel Olkowski,1990-02-13,2019-06-30,Right-Back,16.0,"2,000,000 €",Poland,91
2128,Lukas Klünter,1996-05-26,2017-06-30,Right-Back,24.0,"200,000 €",Germany,91
2129,Matthias Lehmann,1983-05-28,2017-06-30,Defensive Midfield,33.0,"750,000 €",Germany,91
2130,Milos Jojic,1992-03-19,2019-06-30,Central Midfield,8.0,"2,000,000 €",Serbia,91
2131,Leonardo Bittencourt,1993-12-19,2021-06-30,Left Wing,21.0,"5,000,000 €",Germany,91
2132,Marcel Risse,1989-12-17,2019-06-30,Right Wing,7.0,"3,500,000 €",Germany,91
2133,Anthony Modeste,1988-04-14,2021-06-30,Centre Forward,27.0,"7,000,000 €",France,91
2134,Yuya Osako,1990-05-18,2017-06-30,Secondary Striker,13.0,"1,750,000 €",Japan,91
2135,Simon Zoller,1991-06-26,2020-06-30,Centre Forward,11.0,"3,000,000 €",Germany,91
2136,Sehrou Guirassy,1996-03-12,2021-06-30,Centre Forward,19.0,"2,000,000 €",France,91
2137,Sven Müller,1996-02-16,2018-06-30,Keeper,35.0,"100,000 €",Germany,91
2138,Marcel Hartel,1996-01-19,2019-06-30,Central Midfield,30.0,"300,000 €",Germany,91
2139,Salih Özcan,1998-01-11,2017-06-30,Attacking Midfield,20.0,"100,000 €",Germany,91
2140,Immanuel Höhn,1991-12-23,2018-06-30,Centre Back,21.0,"1,300,000 €",Germany,92
2141,Michael Esser,1987-11-22,2018-06-30,Keeper,31.0,"900,000 €",Germany,92
2142,Roman Bezjak,1989-02-21,2019-06-30,Centre Forward,14.0,"2,500,000 €",Slovenia,92
2143,Sven Schipplock,1988-11-08,2017-06-30,Centre Forward,39.0,"1,250,000 €",Germany,92
2144,Aytac Sulu,1985-12-11,2018-06-30,Centre Back,4.0,"2,000,000 €",Turkey,92
2145,Benjamin Gorka,1984-04-15,2017-06-30,Centre Back,5.0,"250,000 €",Germany,92
2146,Fabian Holland,1990-07-11,2017-06-30,Left-Back,32.0,"1,000,000 €",Germany,92
2147,Sandro Sirigu,1988-10-07,2018-06-30,Right-Back,17.0,"400,000 €",Germany,92
2148,Florian Jungwirth,1989-01-27,2017-06-30,Defensive Midfield,23.0,"1,000,000 €",Germany,92
2149,Peter Niemeyer,1983-11-22,2018-06-30,Defensive Midfield,18.0,"750,000 €",Germany,92
2150,Mario Vrancic,1989-05-23,2017-06-30,Central Midfield,6.0,"1,000,000 €",Bosnia-Herzegovina,92
2151,Jérôme Gondorf,1988-06-26,2018-06-30,Central Midfield,8.0,"2,000,000 €",Germany,92
2152,Marcel Heller,1986-02-12,2017-06-30,Right Wing,20.0,"1,750,000 €",Germany,92
2153,Jan Rosenthal,1986-04-07,2017-06-30,Secondary Striker,10.0,"800,000 €",Germany,92
2154,Dominik Stroh-Engel,1985-11-27,2017-06-30,Centre Forward,9.0,"500,000 €",Germany,92
2155,Änis Ben-Hatira,1988-07-18,2017-06-30,Left Wing,28.0,"1,000,000 €",Tunisia,92
2156,Felix Platte,1996-02-11,2017-06-30,Centre Forward,19.0,"300,000 €",Germany,92
2157,Antonio Colak,1993-09-17,2017-06-30,Centre Forward,16.0,"500,000 €",Croatia,92
2158,Daniel Heuer Fernandes,1992-11-13,2018-06-30,Keeper,1.0,"750,000 €",Portugal,92
2159,Alexander Milosevic,1992-01-30,2017-06-30,Centre Back,3.0,"1,000,000 €",Sweden,92
2160,László Kleinheisler,1994-04-08,2017-06-30,Attacking Midfield,30.0,"1,000,000 €",Hungary,92
2161,Victor Obinna,1987-03-25,2018-06-30,Secondary Striker,11.0,"500,000 €",Nigeria,92
2162,Leon Guwara,1996-06-28,2017-06-30,Left-Back,2.0,"350,000 €",Germany,92
2163,Daniel Thur,1998-04-28,2017-06-30,Centre Back,38.0,"100,000 €",Germany,92
2164,Johannes Wolff,1998-07-10,2017-06-30,Right-Back,35.0,"100,000 €",Germany,92
2165,Can Luka Aydogan,1998-12-31,2017-06-30,Left-Back,36.0,"100,000 €",Germany,92
2166,Artem Fedetsky,1985-04-26,2017-06-30,Right-Back,7.0,"2,500,000 €",Ukraine,92
2167,Liam Fisch,1998-11-23,2017-06-30,Left Wing,37.0,"100,000 €",Germany,92
2168,Denys Oliynyk,1987-06-16,2018-06-30,Left Wing,22.0,"900,000 €",Ukraine,92
2169,Igor Berezovsky,1990-08-24,2017-06-30,Keeper,24.0,"350,000 €",Ukraine,92
2170,Allan,1997-03-03,2017-06-30,Central Midfield,20.0,"800,000 €",Brazil,93
2171,Alexander Esswein,1990-03-25,2020-06-30,Right Wing,7.0,"2,500,000 €",Germany,93
2172,Thomas Kraft,1988-07-22,2017-06-30,Keeper,1.0,"1,500,000 €",Germany,93
2173,Rune Jarstein,1984-09-29,2019-06-30,Keeper,22.0,"2,000,000 €",Norway,93
2174,Nils Körber,1996-11-13,2019-06-30,Keeper,29.0,"150,000 €",Germany,93
2175,John Anthony Brooks,1993-01-28,2019-06-30,Centre Back,25.0,"10,000,000 €",United States,93
2176,Fabian Lustenberger,1988-05-02,2019-06-30,Defensive Midfield,28.0,"3,500,000 €",Switzerland,93
2177,Sebastian Langkamp,1988-01-15,2019-06-30,Centre Back,15.0,"3,000,000 €",Germany,93
2178,Marvin Plattenhardt,1992-01-26,2020-06-30,Left-Back,21.0,"4,000,000 €",Germany,93
2179,Maximilian Mittelstädt,1997-03-18,2018-06-30,Left-Back,34.0,"500,000 €",Germany,93
2180,Peter Pekarík,1986-10-30,2018-06-30,Right-Back,2.0,"2,500,000 €",Slovakia,93
2181,Niklas Stark,1995-04-14,2019-06-30,Centre Back,5.0,"4,500,000 €",Germany,93
2182,Florian Kohls,1995-04-03,2017-06-30,Defensive Midfield,31.0,"125,000 €",Germany,93
2183,Vladimír Darida,1990-08-08,2019-06-30,Central Midfield,6.0,"10,000,000 €",Czech Republic,93
2184,Per Ciljan Skjelbred,1987-06-16,2019-06-30,Central Midfield,3.0,"4,000,000 €",Norway,93
2185,Jens Hegeler,1988-01-22,2017-06-30,Central Midfield,13.0,"1,000,000 €",Germany,93
2186,Valentin Stocker,1989-04-12,2018-06-30,Left Wing,14.0,"3,000,000 €",Switzerland,93
2187,Alexander Baumjohann,1987-01-23,2017-06-30,Attacking Midfield,9.0,"1,000,000 €",Germany,93
2188,Mitchell Weiser,1994-04-21,2020-06-30,Right-Back,23.0,"6,000,000 €",Germany,93
2189,Genki Haraguchi,1991-05-09,2018-06-30,Right Wing,24.0,"3,000,000 €",Japan,93
2190,Salomon Kalou,1985-08-05,2017-06-30,Centre Forward,8.0,"5,000,000 €",Cote d'Ivoire,93
2191,Julian Schieber,1989-02-13,2018-06-30,Centre Forward,16.0,"2,500,000 €",Germany,93
2192,Vedad Ibisevic,1984-08-06,2017-06-30,Centre Forward,19.0,"2,500,000 €",Bosnia-Herzegovina,93
2193,Sami Allagui,1986-05-28,2017-06-30,Centre Forward,11.0,"500,000 €",Tunisia,93
2194,Sinan Kurt,1996-07-23,2019-06-30,Left Wing,18.0,"500,000 €",Germany,93
2195,Ondrej Duda,1994-12-05,2021-06-30,Attacking Midfield,10.0,"4,500,000 €",Slovakia,93
2196,Marc Torrejón,1986-02-18,2017-06-30,Centre Back,3.0,"1,200,000 €",Spain,94
2197,Marc-Oliver Kempf,1995-01-28,2018-06-30,Centre Back,20.0,"3,500,000 €",Germany,94
2198,Christian Günter,1993-02-28,2019-06-30,Left-Back,30.0,"2,000,000 €",Germany,94
2199,Julian Schuster,1985-04-15,2017-06-30,Defensive Midfield,23.0,"500,000 €",Germany,94
2200,Nicolas Höfler,1990-03-09,2017-06-30,Defensive Midfield,27.0,"1,500,000 €",Germany,94
2201,Mike Frantz,1986-10-14,2018-06-30,Attacking Midfield,8.0,"1,750,000 €",Germany,94
2202,Mats Möller Daehli,1995-03-02,2018-06-30,Attacking Midfield,16.0,"750,000 €",Norway,94
2203,Maximilian Philipp,1994-03-01,2017-06-30,Secondary Striker,26.0,"3,000,000 €",Germany,94
2204,Nils Petersen,1988-12-06,2019-06-30,Centre Forward,18.0,"3,500,000 €",Germany,94
2205,Karim Guédé,1985-01-07,2017-06-30,Centre Forward,31.0,"500,000 €",Slovakia,94
2206,Janik Haberer,1994-04-02,2020-06-30,Attacking Midfield,19.0,"1,500,000 €",Germany,94
2207,Rafal Gikiewicz,1987-10-26,2019-06-30,Keeper,44.0,"900,000 €",Poland,94
2208,Havard Nielsen,1993-07-15,2018-06-30,Centre Forward,14.0,"1,250,000 €",Norway,94
2209,Onur Bulut,1994-04-16,2020-06-30,Right Wing,11.0,"1,250,000 €",Turkey,94
2210,Patric Klandt,1983-09-29,2017-06-30,Keeper,21.0,"400,000 €",Germany,94
2211,Vincenzo Grifo,1993-04-07,2018-06-30,Attacking Midfield,32.0,"3,500,000 €",Italy,94
2212,Lukas Kübler,1992-08-30,2018-06-30,Right-Back,17.0,"500,000 €",Germany,94
2213,Manuel Gulde,1991-02-12,2020-06-30,Centre Back,5.0,"1,500,000 €",Germany,94
2214,Jonas Meffert,1994-09-04,2020-06-30,Defensive Midfield,22.0,"1,500,000 €",Germany,94
2215,Aleksandar Ignjovski,1991-01-27,2019-06-30,Right-Back,2.0,"1,500,000 €",Serbia,94
2216,Georg Niedermeier,1986-02-26,2017-06-30,Centre Back,24.0,"1,250,000 €",Germany,94
2217,Florian Niederlechner,1990-10-24,2017-06-30,Centre Forward,7.0,"1,750,000 €",Germany,94
2218,Pascal Stenzel,1996-03-20,2017-06-30,Right-Back,15.0,"1,000,000 €",Germany,94
2219,Alexander Schwolow,1992-06-02,2017-06-30,Keeper,1.0,"1,500,000 €",Germany,94
2220,Jonas Föhrenbach,1996-01-26,2019-06-30,Centre Back,25.0,"500,000 €",Germany,94
2221,Amir Abrashi,1990-03-27,2018-06-30,Defensive Midfield,6.0,"2,500,000 €",Albania,94
2222,Lucas Hufnagel,1994-01-29,2019-06-30,Attacking Midfield,35.0,"500,000 €",Georgia,94
2223,Amir Falahen,1993-03-15,2017-06-30,Centre Forward,34.0,"150,000 €",Palästina,94
2224,Caglar Söyüncü,1996-05-23,2021-06-30,Centre Back,4.0,"2,250,000 €",Turkey,94
2225,Charles Elie Laprevotte,1992-10-04,2017-06-30,Defensive Midfield,29.0,"250,000 €",France,94
2226,Marco Terrazzino,1991-04-15,2018-06-30,Left Wing,23.0,"1,250,000 €",Germany,95
2227,Kerem Demirbay,1993-07-03,2019-06-30,Attacking Midfield,13.0,"1,750,000 €",Germany,95
2228,Andrej Kramaric,1991-06-19,2020-06-30,Centre Forward,27.0,"9,000,000 €",Croatia,95
2229,Lukas Rupp,1991-01-08,2020-06-30,Central Midfield,7.0,"5,000,000 €",Germany,95
2230,Oliver Baumann,1990-06-02,2018-06-30,Keeper,1.0,"5,500,000 €",Germany,95
2231,Alexander Stolz,1983-10-13,2018-06-30,Keeper,33.0,"100,000 €",Germany,95
2232,Fabian Schär,1991-12-20,2019-06-30,Centre Back,5.0,"4,500,000 €",Switzerland,95
2233,Niklas Süle,1995-09-03,2019-06-30,Centre Back,25.0,"12,000,000 €",Germany,95
2234,Ermin Bicakcic,1990-01-24,2017-06-30,Centre Back,4.0,"2,750,000 €",Bosnia-Herzegovina,95
2235,Jin-Su Kim,1992-06-13,2018-06-30,Left-Back,20.0,"1,500,000 €","Korea, South",95
2236,Jeremy Toljan,1994-08-08,2018-06-30,Left-Back,15.0,"2,500,000 €",Germany,95
2237,Pavel Kaderábek,1992-04-25,2019-06-30,Right-Back,3.0,"3,500,000 €",Czech Republic,95
2238,Eugen Polanski,1986-03-17,2018-06-30,Defensive Midfield,8.0,"2,500,000 €",Poland,95
2239,Pirmin Schwegler,1987-03-09,2017-06-30,Defensive Midfield,16.0,"2,500,000 €",Switzerland,95
2240,Sebastian Rudy,1990-02-28,2017-06-30,Defensive Midfield,6.0,"4,000,000 €",Germany,95
2241,Nadiem Amiri,1996-10-27,2018-06-30,Attacking Midfield,18.0,"4,000,000 €",Germany,95
2242,Steven Zuber,1991-08-17,2018-06-30,Left Wing,17.0,"1,750,000 €",Switzerland,95
